251	250	2
252	250	1
253	250	1
254	250	1
255	250	1
256	250	1
257	250	1
258	250	1
259	250	1
260	250	1
261	250	1
262	250	1
263	250	1
264	250	1
265	250	1
266	250	1
267	250	1
268	250	1
269	250	1
270	250	1
271	250	1
272	250	1
273	250	1
274	250	1
275	250	1
276	250	1
277	250	1
278	250	1
279	250	1
280	250	1
281	250	1
282	250	1
283	250	1
284	250	1
285	250	1
286	250	1
287	250	1
288	250	1
289	250	1
290	250	1
291	250	1
292	250	1
293	250	1
294	250	1
295	250	1
296	250	1
297	250	1
298	250	1
299	250	1
300	250	1
301	250	1
302	250	1
303	250	1
304	250	1
305	250	1
306	250	1
307	250	1
308	250	1
309	250	1
310	250	1
311	250	1
312	250	1
313	250	1
314	250	1
315	250	1
316	250	1
317	250	1
318	250	1
319	250	1
320	250	1
321	250	1
322	250	1
323	250	1
324	250	1
325	250	1
326	250	1
327	250	1
328	250	1
329	250	1
330	250	1
331	250	1
332	250	1
333	250	1
334	250	1
335	250	1
336	250	1
337	250	1
338	250	1
339	250	1
340	250	1
341	250	1
342	250	1
343	250	1
344	250	1
345	250	1
346	250	1
347	250	1
348	250	1
349	250	1
350	250	1
351	250	1
352	250	1
353	250	1
354	250	1
355	250	1
356	250	1
357	250	1
358	250	1
359	250	1
360	250	1
361	250	1
362	250	1
363	250	1
364	250	1
365	250	1
366	250	1
367	250	1
368	250	1
369	250	1
370	250	1
371	250	1
372	250	1
373	250	1
374	250	1
375	250	1
376	250	1
377	250	1
378	250	1
379	250	1
380	250	1
381	250	1
382	250	1
383	250	1
384	250	1
385	250	1
386	250	1
387	250	1
388	250	1
389	250	1
390	250	1
391	250	1
392	250	1
393	250	1
394	250	1
395	250	1
396	250	1
397	250	1
398	250	1
399	250	1
400	250	1
401	250	1
402	250	1
403	250	1
404	250	1
405	250	1
406	250	1
407	250	1
408	250	1
409	250	1
410	250	1
411	250	1
412	250	1
413	250	1
414	250	1
415	250	1
416	250	1
417	250	1
418	250	1
419	250	1
420	250	1
421	250	1
422	250	1
423	250	1
424	250	1
425	250	1
426	250	1
427	250	1
428	250	1
429	250	1
430	250	1
431	250	1
432	250	1
433	250	1
434	250	1
435	250	1
436	250	1
437	250	1
438	250	1
439	250	1
440	250	1
441	250	1
442	250	1
443	250	1
444	250	1
445	250	1
446	250	1
447	250	1
448	250	1
449	250	1
